post_id,post_date,is_published,email_sent_at,type,audience,title,subtitle,podcast_url
85030827.ten-more-days-to-decide-what-i-should,2022-11-18T15:00:37.190Z,true,2022-11-18T15:00:37.651Z,newsletter,everyone,"Ten More Days to Decide What I Should Say at My Stone Lecture, &",BRIEFLY NOTED: For 2022-11-18 Fr,
84599191.were-e-new-york-times-and-we-must,2022-11-15T16:19:27.666Z,true,2022-11-15T16:19:27.881Z,newsletter,everyone,"“We’re Þe New York Times! & We Must Write Something! But We Don’t Know Anything! & We Won’t Learn! & We’re Scared to Say Anything!”, &",BRIEFLY NOTED: For 2022-11-15 Tu,
84517706.hegemony-ending-one-of-the-ends-of,2022-11-16T17:49:40.756Z,true,2022-11-16T17:49:41.790Z,newsletter,everyone,"Hegemony Ending: One of the Ends of the Long 20th Century, &",BRIEFLY NOTED: For 2022-11-16 We,
84507137.quantum-financial-suicide-sbf-and,2022-11-14T20:25:37.316Z,true,2022-11-14T20:25:37.553Z,newsletter,everyone,"Quantum Financial Suicide, SBF, & FTX, &",BRIEFLY NOTED: For 2022-11-14 Mo,
84306161.mitch-mcconnell-as-republican-leader,2022-11-13T14:46:54.092Z,true,2022-11-13T14:46:54.347Z,newsletter,everyone," Mitch McConnell as Republican Leader, &",BRIEFLY NOTED: For 2022-11-13 Su,
84180438.erratum-differential-should-be-deferential,2022-11-12T21:12:23.157Z,true,,newsletter,everyone,Erratum: “Differential” Should Be “Deferential”,2022-11-12 Sa,
84175694.slouching-erratum-humans-have-coevolved,2022-11-12T20:36:19.886Z,true,,newsletter,everyone,“Slouching” Erratum: “Humans Have Coevolved wiþ Culture & Geography”: First Edition p. 377,,
84174810.slouching-omission-social-trust-and,2022-11-12T20:30:36.935Z,true,,newsletter,everyone,“Slouching” Omission: Social Trust & Economic Prosperity: First Edition p. 346,2022-11-12 Sa,
84169645.slouching-omission-explaining-e-slowdown,2022-11-12T19:52:33.320Z,true,,newsletter,everyone,“Slouching” Omission: Explaining þe Slowdown in Global-North Productivity: First Edition p. 487,2022-11-12 Sa,
84023476.slouching-erratum-misdating-hobsbawms,2022-11-12T01:41:19.879Z,true,,newsletter,everyone,"“Slouching” Erratum: Misdating Hobsbawm’s “Age of Extremes"": First Edition p. 577",2022-11-11 Fr,
83994997.briefly-noted-for-2022-11-11-fr,2022-11-11T22:01:56.621Z,true,,newsletter,everyone,BRIEFLY NOTED: For 2022-11-11 Fr,"Because I moved the “focus” part or today’s post to “Slouching: Long Notes""",
83970870.draft-talk-on-grand-narratives-and,2022-11-17T00:39:16.428Z,true,2022-11-17T00:39:16.654Z,newsletter,everyone,"DRAFT: Talk on “Grand Narratives” & “Slouching Towards Utopia""",For presentation 2022-11-19 Sa at the SSHA Conference,
83610245.the-old-story-the-fall-of-sam-bankman,2022-11-10T14:55:35.175Z,true,2022-11-10T14:55:35.352Z,newsletter,everyone,"The Old Story: The Fall of Sam Bankman-Fried, &",BRIEFLY NOTED: For 2022-11-10 Th ,
83602748.slouching-omission-mishandling-the,2022-11-10T00:13:44.681Z,true,2022-11-10T00:13:45.287Z,newsletter,everyone,“Slouching” Omission: Mishandling þe Theme of þe Industrial Research Laboratory: First Edition p. 2,"I think this may well be the biggest flaw in the book-as-printed. And the very sharp Arthur Goldhammer agrees, and sends a withering, accurate critique",
83601613.slouching-omission-missing-references,2022-11-10T00:05:00.721Z,true,,newsletter,everyone,“Slouching” Omission: Missing References to the “Varieties of Capitalism” Literature: First Edition p. 6 ,A more nuanced discussion of von Hayek vs. Polanyi would strengthen the book,
83363122.slouching-erratum-dalian-is-in-liaoning,2022-11-08T19:45:28.229Z,true,,newsletter,everyone,"“Slouching” Erratum: Dalian Is in Liaoning, Not Shandong: First Edition p. 134",An elementary mistake in Chinese geography,
83362156.slouching-semi-erratum-milton-friedmans,2022-11-08T19:41:56.853Z,true,,newsletter,everyone,"“Slouching"" Semi-Erratum: Milton Friedman’s Monetary Framework: First Edition p. 401",A good catch by Mark Skousen!,
83357857.slouching-omission-the-ca-1870-coming,2022-11-08T19:22:13.312Z,true,,newsletter,everyone,“Slouching” Omission: The ca. 1870 Coming of the Modern State wiþ Its Organizational & Regulatory Capacities. First Edition p. 3,"Pointed out by Nick S. of “Unfogged""",
83356901.slouching-semi-erratum-what-was-the,2022-11-08T19:06:40.854Z,true,,newsletter,everyone,“Slouching” Semi-Erratum: What Was the Logic of the “Prussian Way of War”? First Edition p. 158.,"A place where a complicated argument hides invisibly under the word “logic""",
83197193.review-jeremy-wallace-slouching-tiger,2022-11-08T00:13:19.738Z,true,,newsletter,everyone,"REVIEW: Jeremy Wallace: Slouching Tiger, Hidden Dragon (of Neoliberalism) ","A China-centric poke at Brad Delong's ""Slouching Towards Utopia""",
83196119.the-annual-stone-lecture-slouching,2022-11-08T00:04:44.566Z,true,2022-11-08T00:04:44.776Z,newsletter,everyone,"Þe Annual Stone Lecture: ""Slouching Towards Utopia""",2022-11-29 Tu 17:00 PDT,
83178901.components-of-e-grand-narrarive-of,2022-11-11T15:31:03.045Z,true,2022-11-11T15:31:03.263Z,newsletter,everyone," Components of þe Grand Narrative of þe 21st Century: Global Warming, & China Stands Up ",Noting a good critique of “Slouching” by Jeremy Wallace,
83151251.slouching-book-sales-and-you-should,2022-11-08T15:41:52.635Z,true,2022-11-08T15:41:52.845Z,newsletter,everyone,"“Slouching” Book Sales, & You Should Read About a Woman Called “Toad”, &",,
83124330.hoisted-from-e-archives-homer-odysseus,2022-11-07T16:16:17.767Z,true,2022-11-07T16:16:17.950Z,newsletter,everyone,"HOISTED FROM ÞE ARCHIVES: Homer, Odysseus, Emily Wilson, David Drake",Time to resurface this; from the Golden Age of Blogging,
82758872.delong-on-stephanomics,2022-11-05T17:54:29.119Z,true,,newsletter,everyone,DeLong on Stephanomics,2022-10-27,
82755739.timothy-burke-review-of-slouching,2022-11-05T17:31:50.197Z,true,,newsletter,everyone,"Timothy Burke: REVIEW of “Slouching Towards Utopia""",Wonderful to see,
82721048.a-positive-narrative-for-a-global,2022-11-05T17:55:48.498Z,true,2022-11-05T17:55:48.741Z,newsletter,everyone," A Positive Narrative for a Global Future, &",BRIEFLY NOTED: For 2022-11-05 Sa,
82632121.ezra-klein-show-highlights,2022-11-05T00:19:18.551Z,true,2022-11-05T00:19:18.713Z,newsletter,everyone,Ezra Klein Show Highlights,2022-11-04 Fr; recorded at Berkeley earlier in the week,
82336059.brad-delong-and-andrew-kelly-why,2022-11-03T14:38:20.438Z,true,,newsletter,everyone,Brad DeLong & Andrew Kelly: Why Have We Not Reached Utopia?,2022-11-02 We Bristol Ideas Festival,
82182045.briefly-noted-for-2022-11-03-th,2022-11-03T15:05:32.602Z,true,2022-11-03T15:05:33.088Z,newsletter,everyone,BRIEFLY NOTED: For 2022-11-03 Th,Things Þt Went Whizzing by...,
82180843.project-syndicate-a-history-of-economic,,false,,newsletter,everyone,,,
82126270.alan-blinders-monetary-and-fiscal,2022-11-02T14:09:27.873Z,true,2022-11-02T14:09:28.141Z,newsletter,everyone,"Alan Blinder’s Monetary & Fiscal History, &",BRIEFLY NOTED: For 2022-11-02 We,
81766974.a-lesson-on-how-i-should-read-the,2022-11-09T20:22:20.057Z,true,2022-11-09T20:22:20.385Z,newsletter,everyone,"A Lesson on How I Should Read the Political News, &",BRIEFLY NOTED: For 2022-11-09 We,
81759845.development-and-colonization-external,2022-11-01T15:42:33.172Z,true,2022-11-01T15:42:33.365Z,newsletter,everyone,"Development, & Colonization, External & Internal, &",BRIEFLY NOTED: For 2022-11-01 Tu,
81753869.market-barter-blat-and-plan-and,2022-10-31T20:55:24.220Z,true,2022-10-31T20:55:24.402Z,newsletter,everyone,"Market, Barter, Blat, & Plan, &",BRIEFLY NOTED: For 2022-10-31 Mo,
81554324.these-people-have-jobs-law-and-twitter,2022-10-30T20:43:11.892Z,true,2022-10-30T20:43:12.044Z,newsletter,everyone,"These People Have Jobs?: Law & Twitter Department, &",BRIEFLY NOTED: For 2022-10-30 Su,
81211267.no-recessions-are-not-functional,2022-10-30T01:06:09.864Z,true,2022-10-30T01:06:10.011Z,newsletter,everyone,"No, Recessions Are Not “Functional”, &",BRIEFLY NOTED: For 2022-10-29 Sa,
81205005.draft-review-of-alan-blinder-a-monetary,2022-10-28T15:19:37.438Z,true,2022-10-28T15:19:37.651Z,newsletter,only_paid,"DRAFT: Review of Alan Blinder: ""A Monetary & Fiscal History of þe United States""",2022-10-28 Fr; for Project Syndicate,
81083142.wait-what-what-just-happened-to-facebook,2022-10-28T00:16:44.056Z,true,2022-10-28T00:16:45.077Z,newsletter,everyone,"Wait! What? What just happened to Facebook?, &",BRIEFLY NOTED: For 2022-10-27 Th,
80837538.review-of-jacob-soll-free-market,2022-11-04T20:20:11.311Z,true,2022-11-04T20:20:11.718Z,newsletter,everyone,"REVIEW of Jacob Soll: “Free Market: Þe History of an Idea”, &",BRIEFLY NOTED: For 2022-11-04 Fr,
80820144.draft-review-of-nouriel-roubini-megathreats,2022-10-26T18:53:27.789Z,true,2022-10-26T18:53:27.948Z,newsletter,everyone,"DRAFT: Review of Nouriel Roubini: Megathreats: Ten Dangerous Trends Þt Imperil Our Future, & How to Survive Þem ",2022-10-26 We ,
80676854.reading-kwasi-kwarteng-the-growth,2022-10-26T01:14:08.162Z,true,,newsletter,everyone,READING: Kwasi Kwarteng: The Growth Plan 2022 speech,2022-09-23,
80673870.what-should-my-follow-up-book-be,2022-10-26T14:17:48.754Z,true,2022-10-26T14:17:48.926Z,newsletter,everyone,"What Should My Follow-Up Book Be?, &",BRIEFLY NOTED: For 2022-10-26 We,
80565623.reading-tim-burkes-review-of-slouching,2022-10-25T12:22:10.255Z,true,,newsletter,everyone,"READING: Tim Burke’s Review of “Slouching Towards Utopia""",2022-10-25 Tu,
80419990.a-semi-platonic-dialogue-on-slouching,2022-10-25T14:48:12.295Z,true,2022-10-25T14:48:12.543Z,newsletter,everyone,A Semi-Platonic Dialogue on “Slouching Towards Utopia” with Timothy Burke,He has given me the best of all presents for a professor: a serious engagemetn starting from a very different point of view,
80183865.in-he-market-vs-social-justice-remember,2022-10-24T15:13:23.365Z,true,2022-10-24T15:13:23.538Z,newsletter,everyone," In “Þhe Market vs. Social Justice”, Remember Þt þe Ruling View of Social Justice Is Often (Usually?) Very Unjust Indeed",& BRIEFLY NOTED: For 2022-10-24 Mo,
80073572.i-had-thought-e-twitter-merger-drama,2022-10-23T21:20:53.585Z,true,2022-10-23T21:20:53.765Z,newsletter,everyone,"I Had Thought þe Twitter-Merger Drama Was Over?, &",BRIEFLY NOTED: For 2022-10-23 Su,
80043944.reading-phil-coggan-review-of-jake,2022-10-22T20:04:54.586Z,true,,newsletter,everyone,"READING: Phil Coggan Review of Jake Soll: “Free Market: The History of an Idea""",2022-10-20 Th,
80040150.the-best-slouching-towards-utopia,2022-10-22T19:55:27.295Z,true,2022-10-22T19:55:28.098Z,newsletter,everyone,The Best “Slouching Towards Utopia” Event I Have Done Is Now Lost to History… Tears in the Rain...,It was my USC discussion with Jake Soll on 2022-10-20 Th,
79988157.what-just-happened-to-hu-jintao,2022-10-22T13:04:20.888Z,true,2022-10-22T13:04:21.068Z,newsletter,everyone,What Just Happened to Hu Jintao?,BRIEFLY NOTED: For 2022-10-22 Sa,
79629841.its-not-just-going-to-be-art-it-is,2022-10-20T19:35:17.656Z,true,2022-10-20T19:35:17.775Z,newsletter,everyone,"It’s Not Just Going to Be Art; It Is Going to Be Words as Well, &",BRIEFLY NOTED: For 2022-10-20 Th,
79176141.elon-musk-does-not-look-like-he-is,2022-12-19T18:32:26.528Z,true,2022-12-19T18:32:26.674Z,newsletter,everyone," Elon Musk Does Not Look Like He Is Rage-Tweeting to Me…, & BRIEFLY NOTED",For 2022-12-19 Mo,
79043655.reading-kindleberger-on-bernanke,2022-10-17T21:17:55.570Z,true,2022-10-17T21:17:55.928Z,newsletter,everyone,READING: Kindleberger on Bernanke,"Courtesy of Perry Mehrling, from 1982",
78782821.first-alan-blinders-monetary-and,2022-10-17T18:04:45.893Z,true,2022-10-17T18:04:46.105Z,newsletter,everyone,"Alan Blinder’s Monetary & Fiscal History, &",BRIEFLY NOTED: For 2022-10-17 Mo,
78610068.ben-friedman-review-of-slouching,2022-10-15T15:01:56.528Z,true,,newsletter,everyone,"Ben Friedman: REVIEW of “Slouching Towards Utopia” for “Harvard Magazine""",2022-10-14 Fr,
78609493.patrick-luciani-review-of-slouching,2022-10-15T14:57:22.843Z,true,,newsletter,everyone,"Patrick Luciani: REVIEW of “Slouching Towards Utopia""",2022-10-14 Fr,
78609319.dietz-vollrath-review-of-slouching,2022-10-15T14:55:46.189Z,true,,newsletter,everyone,Dietz Vollrath: REVIEW of “Slouching Towards Utopia” at GrowthEcon,2022-10-11 Tu,
78608856.scott-sumner-review-of-slouching,2022-10-15T14:53:55.897Z,true,,newsletter,everyone,"Scott Sumner: REVIEW of “Slouching Towards Utopia""",2022-10-14 Fr,
78598424.of-e-rings-of-power-and-e-second,2022-10-15T19:18:56.655Z,true,2022-10-15T19:18:56.811Z,newsletter,everyone,"Of þe Rings of Power, & þe Second Age: RECOMMENDED, &",,
78417481.yes-history-goes-barrelling-alongor,2022-10-18T14:52:50.590Z,true,2022-10-18T14:52:50.765Z,newsletter,everyone,"Yes, History Goes Barrelling Along—or Perhaps Continues Its Circle… ",BRIEFLY NOTED: For 2022-10-18 Tu ,
78261653.alexandra-petri-amous-quotes-the,2022-10-13T20:21:02.839Z,true,,newsletter,everyone,"Alexandra Petri: Famous quotes, the way a woman would have to say them during a meeting",2015-10-13,
78214280.tim-noah-review-of-slouching-for,2022-10-13T15:19:01.147Z,true,2022-10-13T15:19:01.288Z,newsletter,everyone,Tim Noah: Review of “Slouching” for TNR,2022-09-12,
78213924.ryan-avent-reviews-of-slouching-at,2022-10-13T15:17:28.099Z,true,,newsletter,everyone,Ryan Avent: Reviews of “Slouching” at The Economist and The Bellows,2022-09-09,
78213375.paul-seabright-review-or-slouching,2022-10-13T15:14:01.889Z,true,,newsletter,everyone,Paul Seabright: Review or “Slouching” for þe TLS,2022-09-23,
78213091.steve-donoghue-review-of-slouching-0c7,2022-10-13T15:12:30.402Z,true,,newsletter,everyone,Steve Donoghue: REVIEW of “Slouching” at Open Letters Review,2022-10-30,
78212865.david-chance-review-of-slouching-101,2022-10-13T15:11:08.992Z,true,,newsletter,everyone,David Chance: REVIEW of “Slouching” at Independent.ie,2022-10-01,
78212544.zach-carter-review-of-slouching-towards,2022-10-13T15:09:25.482Z,true,,newsletter,everyone,"Zach Carter: Review of “Slouching Towards Utopia” for “Dissent""",Fall 2022,
78211028.slouching-towards-utopia-presentation,2022-10-13T15:02:08.684Z,true,,newsletter,everyone,"""Slouching Towards Utopia” PRESENTATION at the LSE",2022-10-11 Tu,
78210790.slouching-towards-utopia-interview,2022-10-13T15:00:15.612Z,true,2022-10-13T15:00:15.731Z,newsletter,everyone,Slouching Towards Utopia INTERVIEW wiþ Gillian Tett at the RSA,2022-10-13 Th,
78198578.2023-01-27,,false,,newsletter,only_paid,,,
78076814.mike-pesca-interviews-brad-delong,2022-10-12T22:54:35.521Z,true,,newsletter,everyone,"Mike Pesca: Interviews Brad DeLong About “Slouching Towards Utopia""",2022-10-12 We,
77847173.reading-dietz-vollrath-review-of,2022-10-12T20:14:52.231Z,true,,newsletter,everyone,"READING: Dietz Vollrath REVIEW of “Slouching Towards Utopia""",2022-10-11,
77788580.more-musings-on-keynes-as-conservative,2022-10-14T14:39:47.946Z,true,2022-10-14T14:39:48.298Z,newsletter,everyone,"More Musings on Keynes-as-Conservative, &",2022-10-14 Fr,
77776691.2023-01-07-planning-for-spring-2023,,false,,newsletter,only_paid,,,
77664255.hoisted-from-e-archives-lee-atwater,2022-10-11T00:12:26.676Z,true,,newsletter,everyone,"HOISTED FROM ÞE ARCHIVES: Lee Atwater, Lyndon Johnson, Sam Rayburn, and Joseph Bailey...",2017-03-17,
77458393.reading-rana-faroohars-review-of,2022-10-09T22:23:24.515Z,true,,newsletter,everyone,"READING: Rana Faroohar’s Review of Gary Gerstle’s “The Rise & Fall of the Neoliberal Order""",2022-04-21,
77404099.be-data-dependent,2022-10-12T13:54:52.673Z,true,2022-10-12T13:54:52.786Z,newsletter,everyone,Be Data Dependent!,BRIEFLY NOTED: For 2022-10-11 Tu ,
77127827.this-weekends-slouching-news-and,2022-10-09T13:56:34.109Z,true,2022-10-09T13:56:34.291Z,newsletter,everyone,"This Weekend’s Slouching News and Reviews, & ",BRIEFLY NOTED: For 2022-10-08 Sa,
77113063.2022-10-16-su-there-are-two-not-positive,,false,,newsletter,only_paid,,,
76879112.lessons-from-slouching-towards-utopia,2022-10-07T21:10:12.985Z,true,2022-10-07T21:10:13.313Z,newsletter,everyone,"Lessons from ""Slouching Towards Utopia"" for Today?, &",BRIEFLY NOTED: For 2022-10-07 Fr,
76758928.2022-10-09-muskker,,false,,newsletter,only_paid,,,
76737769.hoisted-from-my-archives-me-on-the,2022-10-06T00:59:29.554Z,true,,newsletter,everyone,"Hoisted from My Archives: Me on the Idiotic Todd Henderson, from 2010",From 2010-09-18,
76737147.hoisted-from-oer-peoples-archives,2022-10-06T00:47:49.882Z,true,,newsletter,everyone,"Hoisted from Oþer People’s Archives: Michael O’Hare on þe Idiotic Todd Henderson, from 2010",From 2010-09-18,
76534118.twitter-vs-musk-trapping-the-chaos,2022-10-06T19:44:47.343Z,true,2022-10-06T19:44:47.639Z,newsletter,everyone,"Twitter vs. Musk: Trapping the Chaos Monkey, &",BRIEFLY NOTED: For 2022-10-06 Th,
